name_en|name_fr|code_hs4
Nicotine and its salts ethers esters and other derivatives thereof|Nicotine et ses sels éthers esters et autres dérivés|2939
Vegetal alkaloids natural or reproduced by synthesis and their salts ethers esters and other derivatives (excl. alkaloids of opium alkaloids of cinchons theophylline aminophylline \theophylline-ethylenediamine\ alkaloids of rye ergot and their salts and derivatives cocaine ecgonine levometamfetamine metamfetamine \INN\ metamfetamine racemate and salts esters and other derivatives thereof caffeine and ephedrines and their salts nicotine and its salts ethers esters and other derivatives thereof)|Alcaloïdes végétaux naturels ou reproduits par synthèse leurs sels leurs éthers leurs esters et autres dérivés (à l’exclusion de la théophylline de l’aminophylline «théophylline-éthylènediamine» des alcaloïdes de l’opium du quinquina ou de l’ergot de seigle et de leurs sels et dérivés ainsi que de la cocaïne du ecgonine de la lévométamfétamine du métamfétamine «DCI» du racémate de métamfétamine et de leurs sels esters et autres dérivés de la caféine des éphédrines et des leurs sels nicotine et ses sels éthers esters et autres dérivés)|2939
Non-vegetal alkaloids natural or reproduced by synthesis and their salts ethers esters and other derivatives|Alcaloïdes non végétaux naturels ou reproduits par synthèse leurs sels leurs éthers leurs esters et autres dérivés|2939
Sugars chemically pure (excl. sucrose lactose maltose glucose and fructose) sugar ethers sugar acetals and sugar esters and their salts (excl. natural or reproduced by synthesis provitamins vitamins hormones glycosides vegetable alkaloids and their salts ethers esters and other derivatives)|Sucres chimiquement purs (à lexcl. du saccharose du lactose du maltose du glucose et du fructose [lévulose]) éthers acétals et esters de sucres et leurs sels (à lexcl. des provitamines des vitamines des hormones des hétérosides et des alcaloïdes végétaux naturels ou reproduits par synthèse ainsi que de leurs sels éthers esters et autres dérivés)|2940
Chloramphenicol and its derivatives salts thereof|Chloramphénicol et ses dérivés sels de ces produits|2941
Erythromycin and its derivatives salts thereof|Erythromycine et ses dérivés sels de ces produits|2941
Antibiotics (excl. penicillins and their derivatives with a penicillanic acid structure salts thereof streptomycins tetracyclines chloramphenicol and erythromycin their derivatives and salts thereof)|Antibiotiques (à lexcl. des pénicillines et de leurs dérivés à structure dacide pénicillanique des streptomycines des tétracyclines du chloramphénicol de lérythromycine de leurs dérivés et des sels de tous ces produits)|2941
Separate chemically defined organic compounds n.e.s.|Composés organiques de constitution chimique définie présentés isolément n.d.a.|2942
Embroidery of cotton on a textile fabric ground in the piece in strips or in motifs of a net value of > € 1750 per kg (excl. embroidery without visible ground)|Broderies de coton sur support de matières textiles en pièces en bandes ou en motifs dune valeur > 1750 € par kg poids net (à lexcl. des broderies chimiques ou aériennes ainsi que des broderies à fond découpé)|5810
Dried glands and other organs for organo-therapeutic uses whether or not powdered extracts of glands or other organs or their secretions for organo-therapeutic uses heparin and its salts other human or animal substances prepared for therapeutic or prophylactic uses n.e.s.|Glandes et autres organes à usages opothérapiques à létat desséché même pulvérisés extraits à usages opothérapiques de glandes ou dautres organes ou de leurs sécrétions héparine et ses sels autres substances humaines ou animales préparées à des fins thérapeutiques ou prophylactiques n.d.a.|3001
Extracts of glands or other organs or of their secretions for organo-therapeutic uses|Extraits à usages opothérapiques de glandes ou dautres organes ou de leurs sécrétions|3001
Extracts of glands or other organs or of their secretions of human origin for organo-therapeutic uses|Extraits à usages opothérapiques de glandes ou dautres organes ou de leurs sécrétions dorigine humaine|3001
Extracts of glands or other organs or of their secretions of animals for organo-therapeutic uses|Extraits à usages opothérapiques de glandes ou dautres organes ou de leurs sécrétions dorigine animale|3001
Dried glands and other organs for organo-therapeutic uses whether or not powdered heparin and its salts other human or animal substances prepared for therapeutic or prophylactic uses n.e.s.|Glandes et autres organes à usages opothérapiques à létat desséché même pulvérisés héparine et ses sels autres substances humaines ou animales préparées à des fins thérapeutiques ou prophylactiques n.d.a.|3001
Dried glands and other organs for organo-therapeutic uses whether or not powdered and other substances of human origin prepared for therapeutic or prophylactic uses n.e.s.|Glandes et autres organes à usages opothérapiques à létat desséché même pulvérisés ainsi que dautres substances dorigine humaine préparées à des fins thérapeutiques ou prophylactiques n.d.a.|3001
Heparin and its salts|Héparine et ses sels|3001
Dried glands and other organs for organo-therapeutic uses whether or not powdered and other substances of animal origin prepared for therapeutic or prophylactic uses n.e.s. (excl. heparin and its salts)|Glandes et autres organes à usages opothérapiques à létat desséché même pulvérisés ainsi que dautres substances dorigine animale préparées à des fins thérapeutiques ou prophylactiques n.d.a. (à lexcl. de lhéparine et de ses sels)|3001
Human blood animal blood prepared for therapeutic prophylactic or diagnostic uses antisera and other blood fractions and immunological products whether or not modified or obtained by means of biotechnological processes vaccines toxins cultures of micro-organisms (excl. yeasts) and similar products|Sang humain sang animal préparé en vue d’usages thérapeutiques prophylactiques ou de diagnostic antisérums autres fractions du sang et produits immunologiques même modifiés ou obtenus par voie biotechnologique vaccins toxines cultures de micro-organismes (à l’exclusion des levures) et produits similaires|3002
Malaria diagnostic test kits|Trousses de diagnostic du paludisme|3002
Antisera and other blood fractions|Antisérums et autres fractions du sang|3002
Immunological products unmixed not put up in measured doses or in forms or packings for retail sale|Produits immunologiques non mélangés et ni présentés sous forme de doses ni conditionnés pour la vente au détail|3002
Immunological products mixed not put up in measured doses or in forms or packings for retail sale|Produits immunologiques mélangés et ni présentés sous forme de doses ni conditionnés pour la vente au détail|3002
Immunological products put up in measured doses or in forms or packings for retail sale|Produits immunologiques présentés sous forme de doses ou conditionnés pour la vente au détail|3002
Immunological products n.e.s. (code possibly empty preceding subheadings seem exhaustive)|Produits immunologiques n.d.a. (code potentiellement orphelin les sous-positions précédentes semblent exhaustives)|3002
Vaccines for human medicine|Vaccins pour la médecine humaine|3002
Human blood animal blood prepared for therapeutic prophylactic or diagnostic uses toxins cultures of micro-organisms and similar products (excl. yeasts and vaccines)|Sang humain sang animal préparé en vue dusages thérapeutiques prophylactiques ou de diagnostic toxines cultures de micro-organismes et produits simil. (à lexcl. des levures et des vaccins)|3002
Human blood|Sang humain|3002
Animal blood prepared for therapeutic prophylactic or diagnostic uses|Sang animal préparé en vue dusages thérapeutiques prophylactiques ou de diagnostic|3002
Cultures of micro-organisms (excl. yeasts)|Cultures de micro-organismes (à lexcl. des levures)|3002
Toxins and similar products e.g. plasmodia (excl. vaccines and cultures of micro-organisms)|Toxines et produits simil. [p.ex. le parasite de la malaria] (à lexcl. des vaccins et des cultures de micro-organismes)|3002
Glassware of fused quartz or other fused silica n.e.s.|Ouvrages en verre en quartz ou en autre silice fondus n.d.a.|7020
Medicaments consisting of two or more constituents mixed together for therapeutic or prophylactic uses not in measured doses or put up for retail sale (excl. goods of heading 3002 3005 or 3006)|Médicaments (à lexcl. des produits des n° 3002 3005 ou 3006) constitués par des produits mélangés entre eux préparés à des fins thérapeutiques ou prophylactiques mais ni présentés sous forme de doses ni conditionnés pour la vente au détail|3003
Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure or streptomycins or derivatives thereof not in measured doses or put up for retail sale|Médicaments contenant des pénicillines ou des dérivés de ces produits à structure dacide pénicillanique ou des streptomycines ou des dérivés de ces produits non présentés sous forme de doses ni conditionnés pour la vente au détail|3003
Medicaments containing antibiotics not in measured doses or put up for retail sale (excl. medicaments containing penicillins or derivatives thereof with a penicillanic acid structure or streptomycins or derivatives thereof)|Médicaments contenant des antibiotiques non présentés sous forme de doses ni conditionnés pour la vente au détail (à lexcl. des médicaments contenant des pénicillines ou des dérivés de ces produits à structure dacide pénicillanique ou des streptomycines ou des dérivés de ces produits)|3003
Medicaments containing insulin not in measured doses or put up for retail sale|Médicaments contenant de linsuline non présentés sous forme de doses ni conditionnés pour la vente au détail|3003
Medicaments containing hormones or steroids used as hormones not containing antibiotics not in measured doses or put up for retail sale (excl. those containing insulin)|Médicaments contenant des hormones ou des stéroïdes utilisés comme hormones mais ne contenant pas dantibiotiques non présentés sous forme de doses ni conditionnés pour la vente au détail (à lexcl. des médicaments contenant de linsuline)|3003
Medicaments containing pseudoephedrine \INN\ or its salts not containing hormones steroids used as hormones or antibiotics not in measured doses or put up for retail sale|Médicaments contenant de la pseudoéphédrine «DCI» ou ses sels mais ne contenant ni hormones ni stéroïdes utilisés comme hormones ni antibiotiques et non présentés sous forme de doses ni conditionnés pour la vente au détail|3003
Medicaments containing alkaloids or derivatives thereof not containing hormones steroids used as hormones or antibiotics not in measured doses or put up for retail sale (excl. containing ephedrine pseudoephedrine \INN\ norephedrine or their salts)|Médicaments contenant des alcaloïdes ou leurs dérivés mais ne contenant ni hormones ni stéroïdes utilisés comme hormones ni antibiotiques et non présentés sous forme de doses ni conditionnés pour la vente au détail (à l’exclusion des médicaments contenant de l’éphédrine de la pseudoéphédrine «DCI» de la noréphédrine ou leurs sels)|3003
Medicaments containing any of the following antimalarial active principles: artemisinin \INN\ for oral ingestion combined with other pharmaceutical active ingredients or amodiaquine \INN\ artelinic acid or its salts artenimol \INN\ artemotil \INN\ artemether \INN\ artesunate \INN\ chloroquine \INN\ dihydroartemisinin \INN\ lumefantrine \INN\ mefloquine \INN\ piperaquine \INN\ pyrimethamine \INN\ or sulfadoxine \INN\ not containing hormones steroids used as hormones or antibiotics not in measured doses or put up for retail sale|Médicaments contenant l’un des principes actifs antipaludiques suivants: artémisinine «DCI» pour administration par voie orale associée à d’autres ingrédients pharmaceutiques actifs ou amodiaquine «DCI» acide artélinique ou ses sels arténimol «DCI» artémotil «DCI» artéméther «DCI» artésunate «DCI» chloroquine «DCI» dihydroartémisinine «DCI» luméfantrine «DCI» méfloquine «DCI» pipéraquine «DCI» pyriméthamine «DCI» ou sulfadoxine «DCI» ne contenant ni hormones ni stéroïdes utilisés comme hormones ni antibiotiques et non présentés sous forme de doses ni conditionnés pour la vente au détail|3003
Medicaments consisting of two or more constituents mixed together for therapeutic or prophylactic uses not in measured doses or put up for retail sale (excl. antibiotics containing hormones or steroids used as hormones but not containing antibiotics alkaloids or derivatives thereof hormones antibiotics antimalarial active principles or goods of heading 3002 3005 or 3006)|Médicaments constitués par des produits mélangés entre eux préparés à des fins thérapeutiques ou prophylactiques mais ni présentés sous forme de doses ni conditionnés pour la vente au détail (sauf antibiotiques contenant des hormones ou des stéroïdes utilisés comme hormones mais sans antibiotiques alcaloïdes ou leurs dérivés hormones antibiotiques principes actifs contre le paludisme ou produits des positions 3002 3005 ou 3006)|3003
Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses put up in measured doses \incl. those for transdermal administration\ or in forms or packings for retail sale (excl. goods of heading 3002 3005 or 3006)|Médicaments (à lexcl. des produits des n° 3002 3005 ou 3006) constitués par des produits mélangés ou non mélangés préparés à des fins thérapeutiques ou prophylactiques présentés sous forme de doses [y.c. ceux destinés à être administrés par voie percutanée] ou conditionnés pour la vente au détail|3004
Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure or streptomycins or derivatives thereof put up in measured doses \incl. those for transdermal administration\ or in forms or packings for retail sale|Médicaments contenant des pénicillines ou des dérivés de ces produits à structure dacide pénicillanique ou des streptomycines ou des dérivés de ces produits présentés sous forme de doses [y.c. ceux destinés à être administrés par voie percutanée] ou conditionnés pour la vente au détail|3004
Womens or girls dresses of textile materials knitted or crocheted (excl. of wool fine animal hair cotton man-made fibres and petticoats)|Robes en bonneterie de matières textiles pour femmes ou fillettes (sauf de laine poils fins coton fibres synthétiques ou artificielles et sauf combinaisons et fonds de robes)|6104
Medicaments containing antibiotics put up in measured doses \incl. those for transdermal administration\ or in forms or packings for retail sale (excl. medicaments containing penicillins or derivatives thereof with a penicillanic structure or streptomycines or derivatives thereof)|Médicaments contenant des antibiotiques présentés sous forme de doses [y.c. ceux destinés à être administrés par voie percutanée] ou conditionnés pour la vente au détail (à lexcl. des produits contenant des pénicillines ou des dérivés de ces produits à structure dacide pénicillanique ou des streptomycines ou des dérivés de ces produits)|3004
Medicaments containing insulin but not antibiotics put up in measured doses \incl. those for transdermal administration\ or in forms or packings for retail sale|Médicaments contenant de linsuline mais ne contenant pas dantibiotiques présentés sous forme de doses [y.c. ceux destinés à être administrés par voie percutanée] ou conditionnés pour la vente au détail|3004
Medicaments containing corticosteroid hormones their derivatives or structural analogues but not antibiotics put up in measured doses \incl. those for transdermal administration\ or in forms or packings for retail sale|Médicaments contenant des hormones corticostéroïdes leurs dérivés ou analogues structurels mais ne contenant pas dantibiotiques présentés sous forme de doses [y.c. ceux destinés à être administrés par voie percutanée] ou conditionnés pour la vente au détail|3004
Medicaments containing hormones or steroids used as hormones but not antibiotics put up in measured doses \incl. those for transdermal administration\ or in forms or packings for retail sale (excl. medicaments containing insulin or corticosteroid hormones their derivatives or structural analogues)|Médicaments contenant des hormones ou des stéroïdes utilisés comme hormones mais ne contenant pas dantibiotiques présentés sous forme de doses [y.c. ceux destinés à être administrés par voie percutanée] ou conditionnés pour la vente au détail (à lexcl. des produits contenant de linsuline ou des hormones corticostéroïdes leurs dérivés ou analogues structurels)|3004
Medicaments containing ephedrine or its salts not containing hormones steroids used as hormones or antibiotics put up in measured doses \incl. those for transdermal administration\ or in forms or packings for retail sale|Médicaments contenant de l’éphédrine ou ses sels mais ne contenant ni hormones ni stéroïdes utilisés comme hormones ni antibiotiques présentés sous forme de doses (y compris ceux destinés à être administrés par voie percutanée) ou conditionnés pour la vente au détail|3004
Medicaments containing pseudoephedrine \INN\ or its salts not containing hormones steroids used as hormones or antibiotics put up in measured doses \incl. those for transdermal administration\ or in forms or packings for retail sale|Médicaments contenant de la pseudoéphédrine «DCI» ou ses sels mais ne contenant ni hormones ni stéroïdes utilisés comme hormones ni antibiotiques présentés sous forme de doses (y compris ceux destinés à être administrés par voie percutanée) ou conditionnés pour la vente au détail|3004
Medicaments containing norephedrine or its salts not containing hormones steroids used as hormones or antibiotics put up in measured doses \incl. those for transdermal administration\ or in forms or packings for retail sale|Médicaments contenant de la noréphédrine ou ses sels mais ne contenant ni hormones ni stéroïdes utilisés comme hormones ni antibiotiques présentés sous forme de doses (y compris ceux destinés à être administrés par voie percutanée) ou conditionnés pour la vente au détail|3004
Medicaments containing alkaloids or derivatives thereof not containing hormones steroids used as hormones or antibiotics put up in measured doses \incl. those for transdermal administration\ or in forms or packings for retail sale (excl. containing ephedrine pseudoephedrine \INN\ norephedrine or their salts)|Médicaments contenant des alcaloïdes ou leurs dérivés mais ne contenant ni hormones ni stéroïdes utilisés comme hormones ni antibiotiques présentés sous forme de doses (y compris ceux destinés à être administrés par voie percutanée) ou conditionnés pour la vente au détail (à l’exclusion des médicaments contenant de l’éphédrine de la pseudoéphédrine «DCI» de la noréphédrine ou leurs sels)|3004
Ammonium nitrate whether or not in aqueous solution (excl. that in tablets or similar forms or in packages with a gross weight of <= 10 kg)|Nitrate dammonium même en solution aqueuse (à lexcl. des produits présentés soit en tablettes ou formes simil. soit en emballages dun poids brut <= 10 kg)|3102
Ammonium nitrate in aqueous solution (excl. that in packages with a gross weight of <= 10 kg)|Nitrate dammonium en solution aqueuse (à lexcl. des produits présentés en emballages dun poids brut <= 10 kg)|3102
Medicaments containing provitamins vitamins incl. natural concentrates and derivatives thereof used primarily as vitamins put up in measured doses \incl. those for transdermal administration\ or in forms or packings for retail sale (excl. containing antibiotics hormones alkaloids or their derivatives)|Médicaments contenant des provitamines des vitamines y compris les concentrats naturels et dérivés de ces produits utilisés principalement en tant que vitamines présentés sous forme de doses (y compris ceux destinés à être administrés par voie percutanée) ou conditionnés pour la vente au détail (à l’exclusion des médicaments contenant des antibiotiques des hormones des alcaloïdes ou leurs dérivés)|3004
Medicaments containing any of the following antimalarial active principles: artemisinin \INN\ for oral ingestion combined with other pharmaceutical active ingredients or amodiaquine \INN\ artelinic acid or its salts artenimol \INN\ artemotil \INN\ artemether \INN\ artesunate \INN\ chloroquine \INN\ dihydroartemisinin \INN\ lumefantrine \INN\ mefloquine \INN\ piperaquine \INN\ pyrimethamine \INN\ or sulfadoxine \INN\ put up in measured doses \incl. those for transdermal administration\ or in forms or packings for retail sale (excl. containing antibiotics hormones alkaloids provitamins vitamins or their derivatives)|Médicaments contenant l’un des principes actifs antipaludiques suivants: artémisinine «DCI» pour administration par voie orale associée à d’autres ingrédients pharmaceutiques actifs ou amodiaquine «DCI» acide artélinique ou ses sels arténimol «DCI» artémotil «DCI» artéméther «DCI» artésunate «DCI» chloroquine «DCI» dihydroartémisinine «DCI» luméfantrine «DCI» méfloquine «DCI» pipéraquine «DCI» pyriméthamine «DCI» ou sulfadoxine «DCI» présentés sous forme de doses (y compris ceux destinés à être administrés par voie percutanée) ou conditionnés pour la vente au détail (à l’exclusion des médicaments contenant des antibiotiques des hormones des alcaloïdes des provitamines des vitamines ou leurs dérivés)|3004
Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic purposes put up in measured doses \incl. those for transdermal administration\ or in forms or packings for retail sale (excl. containing antibiotics hormones or steroids used as hormones alkaloids provitamins vitamins their derivatives or antimalarial active principles)|Médicaments constitués par des produits mélangés ou non préparés à des fins thérapeutiques ou prophylactiques et présentés sous forme de doses (y compris ceux destinés à être administrés par voie percutanée) ou conditionnés pour la vente au détail (à l’exclusion des médicaments contenant des antibiotiques des hormones des stéroïdes utilisés comme hormones des alcaloïdes des provitamines des vitamines leurs dérivés ou des principes actifs contre le paludisme)|3004
Wadding gauze bandages and the like e.g. dressings adhesive plasters poultices impregnated or covered with pharmaceutical substances or put up for retail sale for medical surgical dental or veterinary purposes|Ouates gazes bandes et articles analogues [pansements sparadraps sinapismes p.ex.] imprégnés ou recouverts de substances pharmaceutiques ou conditionnés pour la vente au détail à des fins médicales chirurgicales dentaires ou vétérinaires|3005
Adhesive dressings and other articles having an adhesive layer impregnated or covered with pharmaceutical substances or put up for retail sale for medical surgical dental or veterinary purposes|Pansements adhésifs et autres articles ayant une couche adhésive imprégnés ou recouverts de substances pharmaceutiques ou conditionnés pour la vente au détail à des fins médicales chirurgicales dentaires ou vétérinaires|3005
Wadding gauze bandages and the like e.g. dressings adhesive plasters poultices impregnated or covered with pharmaceutical substances or put up for retail sale for medical surgical dental or veterinary purposes (excl. adhesive dressings and other articles having an adhesive layer)|Ouates gazes bandes et articles analogues [pansements sparadraps sinapismes p.ex.] imprégnés ou recouverts de substances pharmaceutiques ou conditionnés pour la vente au détail à des fins médicales chirurgicales dentaires ou vétérinaires (à lexcl. des pansements adhésifs et autres articles ayant une couche adhésive)|3005
Wadding and articles of wadding impregnated or coated with pharmaceutical substances or put up in forms or packings for retail sale for medical surgical dental or veterinary purposes|Ouates et articles en ouate imprégnés ou recouverts de substances pharmaceutiques ou conditionnés pour la vente au détail à des fins médicales chirurgicales dentaires ou vétérinaires|3005
Gauze and articles of gauze impregnated or covered with pharmaceutical substances or put up for retail sale for medical surgical dental or veterinary purposes|Gazes et articles en gaze imprégnés ou recouverts de substances pharmaceutiques ou conditionnés pour la vente au détail à des fins médicales chirurgicales dentaires ou vétérinaires|3005
Bandages and similar articles of textile materials impregnated or covered with pharmaceutical substances or put up for retail sale for medical surgical dental or veterinary purposes (excl. wadding gauze and articles thereof adhesive dressings and other articles having an adhesive layer)|Bandes et autres pansements en matières textiles (autres que les tissus nontissés) imprégnés ou recouverts de substances pharmaceutiques ou conditionnés pour la vente au détail à des fins médicales chirurgicales dentaires ou vétérinaires (à lexcl. des ouates gazes et articles en ces matières ainsi que des pansements adhésifs et autres articles ayant une couche adhésive)|3005
Bandages and similar articles impregnated or covered with pharmaceutical substances or put up for retail sale for medical surgical dental or veterinary purposes (excl. those of textile materials adhesive dressings and other articles having an adhesive layer)|Bandes et autres pansements imprégnés ou recouverts de substances pharmaceutiques ou conditionnés pour la vente au détail à des fins médicales chirurgicales dentaires ou vétérinaires (à lexcl. des produits en matières textiles ainsi que des pansements adhésifs et autres articles ayant une couche adhésive)|3005
Pharmaceutical preparations and products of subheadings 3006.10.10 to 3006.60.90|Préparations et articles pharmaceutiques visés aux sous-positions n° 3006 10 10 à 3006 60 90|3006
Sterile surgical catgut similar sterile suture materials incl. sterile absorbable surgical or dental yarns and sterile tissue adhesives for surgical wound closure sterile laminaria and sterile laminaria tents sterile absorbable surgical or dental haemostatics sterile surgical or dental adhesion barriers whether or not absorbable|Catguts stériles ligatures stériles simil. pour sutures chirurgicales y.c. fils résorbables stériles pour la chirurgie ou lart dentaire et adhésifs stériles pour tissus organiques utilisés en chirurgie pour refermer les plaies laminaires stériles hémostatiques résorbables stériles pour la chirurgie ou lart dentaire barrières anti-adhérence stériles pour la chirurgie ou lart dentaire résorbables ou non|3006
Sterile surgical or dental adhesion barriers whether or not absorbable|Barrières anti-adhérence stériles pour la chirurgie ou lart dentaire résorbables ou non|3006
Sterile suture materials incl. sterile absorbable surgical or dental yarns (excl. catgut) sterile tissue adhesives for surgical wound closure sterile laminaria and sterile laminaria tents sterile absorbable surgical or dental haemostatics|Ligatures stériles pour sutures chirurgicales y.c. fils résorbables stériles pour la chirurgie ou lart dentaire (à lexcl. des catguts) adhésifs stériles pour tissus organiques utilisés en chirurgie pour refermer les plaies laminaires stériles hémostatiques résorbables stériles pour la chirurgie ou lart dentaire|3006
Opacifying preparations for x-ray examinations diagnostic reagents for administration to patients|Préparations opacifiantes pour examens radiographiques réactifs de diagnostic conçus pour être employés sur le patient|3006
Slide fasteners and parts thereof|Fermetures à glissière et leurs parties|9607
Dental cements and other dental fillings bone reconstruction cements|Ciments et autres produits dobturation dentaire ciments pour la réfection osseuse|3006
First-aid boxes and kits|Trousses et boîtes de pharmacie garnies pour soins de première urgence|3006
Chemical contraceptive preparations based on hormones prostaglandins thromboxanes leukotrienes derivatives and structural analogues thereof or on spermicides|Préparations chimiques contraceptives à base dhormones prostaglandines thromboxanes leucotriènes et leurs dérivés et analogues structurels du n° 2937 ou de spermicides|3006
Gel preparations designed to be used  in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments|Préparations présentées sous forme de gel conçues pour être utilisées en médecine humaine ou vétérinaire comme lubrifiant pour certaines parties du corps lors des opérations chirurgicales ou des examens médicaux ou comme agent de couplage entre le corps et les instruments médicaux|3006
Appliances identifiable for ostomy use|Appareillages identifiables de stomie|3006
Waste pharmaceuticals|Déchets pharmaceutiques|3006
Animal or vegetable fertilisers whether or not mixed together or chemically treated fertilisers produced by the mixing or chemical treatment of animal or vegetable products (excl. those in tablets or similar forms or in packages with a gross weight of <= 10 kg)|Engrais dorigine animale ou végétale même mélangés entre eux ou traités chimiquement engrais résultant du mélange ou du traitement chimique de produits dorigine animale ou végétale (à lexcl. des produits présentés soit en tablettes ou formes simil. soit en emballages dun poids brut <= 10 kg)|3101
Mineral or chemical nitrogenous fertilisers (excl. those in tablets or similar forms or in packages with a gross weight of <= 10 kg)|Engrais minéraux ou chimiques azotés (à lexcl. des produits présentés soit en tablettes ou formes simil. soit en emballages dun poids brut <= 10 kg)|3102
Urea whether or not in aqueous solution (excl. that in tablets or similar forms or in packages with a gross weight of <= 10 kg)|Urée même en solution aqueuse (à lexcl. des produits présentés soit en tablettes ou formes simil. soit en emballages dun poids brut <= 10 kg)|3102
Urea whether or not in aqueous solution containing > 45% nitrogen in relation to the weight of the dry product (excl. that in tablets or similar forms or in packages with a gross weight of <= 10 kg)|Urée même en solution aqueuse dune teneur en azote > 45% en poids du produit anhydre à létat sec (à lexcl. des produits présentés soit en tablettes ou formes simil. soit en emballages dun poids brut <= 10 kg)|3102
Urea whether or not in aqueous solution containing <= 45% by weight of nitrogen on the dry anhydrous product (excl. goods of this chapter in tablets or similar forms or in packages of a gross weight of <= 10 kg)|Urée même en solution aqueuse dune teneur en azote <= 45% en poids du produit anhydre à létat sec (à lexcl. des produits présentés soit en tablettes ou formes simil. soit en emballages dun poids brut <= 10 kg)|3102
Ammonium sulphate (excl. that in tablets or similar forms or in packages with a gross weight of <= 10 kg)|Sulfate dammonium (à lexcl. des produits présentés soit en tablettes ou formes simil. soit en emballages dun poids brut <= 10 kg)|3102
Double salts and mixtures of ammonium sulphate and ammonium nitrate (excl. goods of this chapter in tablets or similar forms or in packages of a gross weight of <= 10 kg)|Sels doubles et mélanges de sulfate dammonium et de nitrate dammonium (à lexcl. des produits présentés soit en tablettes ou formes simil. soit en emballages dun poids brut <= 10 kg)|3102
Prepared additives for cements mortars or concretes|Additifs préparés pour ciments mortiers ou bétons|3824
Ammonium nitrate (excl. that in aqueous solution in tablets or similar forms or in packages with a gross weight of <= 10 kg)|Nitrate dammonium (à lexcl. des produits en solution aqueuse et des produits présentés soit en tablettes ou formes simil. soit en emballages dun poids brut <= 10 kg)|3102
Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances for use as fertilisers (excl. those in tablets or similar forms or in packages with a gross weight of <= 10 kg)|Mélanges de nitrate dammonium et de carbonate de calcium ou dautres matières inorganiques dépourvues de pouvoir fertilisant (à lexcl. des produits présentés soit en tablettes ou formes simil. soit en emballages dun poids brut <= 10 kg)|3102
Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances for use as fertilisers containing <= 28% nitrogen by weight (excl. those in tablets or similar forms or in packages with a gross weight of <= 10 kg)|Mélanges de nitrate dammonium et de carbonate de calcium ou dautres matières inorganiques dépourvues de pouvoir fertilisant destinés à être utilisés comme engrais dune teneur en azote <= 28% en poids (à lexcl. des produits présentés soit en tablettes ou formes simil. soit en emballages dun poids brut <= 10 kg)|3102
Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances for use as fertilisers containing > 28% nitrogen by weight (excl. those in tablets or similar forms or in packages with a gross weight of <= 10 kg)|Mélanges de nitrate dammonium et de carbonate de calcium ou dautres matières inorganiques dépourvues de pouvoir fertilisant destinés à être utilisés comme engrais dune teneur en azote > 28% en poids (à lexcl. des produits présentés soit en tablettes ou formes simil. soit en emballages dun poids brut <= 10 kg)|3102
Sodium nitrate (excl. that in tablets or similar forms or in packages with a gross weight of <= 10 kg)|Nitrate de sodium (à lexcl. des produits présentés soit en tablettes ou formes simil. soit en emballages dun poids brut <= 10 kg)|3102
Double salts and mixtures of calcium nitrate and ammonium nitrate (excl. those in tablets or similar forms or in packages with a gross weight of <= 10 kg)|Sels doubles et mélanges de nitrate de calcium et de nitrate dammonium (à lexcl. des produits présentés soit en tablettes ou formes simil. soit en emballages dun poids brut <= 10 kg)|3102
Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution (excl. those in packages with a gross weight of <= 10 kg)|Mélanges durée et de nitrate dammonium en solutions aqueuses ou ammoniacales (à lexcl. des produits présentés en emballages dun poids brut <= 10 kg)|3102
Mineral or chemical nitrogen fertilisers (excl. urea ammonium sulphate ammonium nitrate sodium nitrate double salts and mixtures of ammonium nitrate with ammonium sulphate or calcium mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution mixtures of ammonium nitrate and calcium carbonate or other non-fertilising inorganic elements in tablets or similar in packages <= 10 kg)|Engrais minéraux ou chimiques azotés (sauf urée sulfate dammonium nitrates dammonium ou de sodium sels doubles et mélanges nitrates ammonium/calcium urée/nitrate dammonium en solutions aqueuses ou ammoniacales nitrate dammonium/carbonate de calcium ou autres matières inorganiques dépourvues de pouvoir fertilisant produits présentés en tablettes ou en emballages dun poids brut <= 10 kg)|3102
Mineral or chemical phosphatic fertilisers (excl. those in tablets or similar forms or in packages with a gross weight of <= 10 kg)|Engrais minéraux ou chimiques phosphatés (à lexcl. des produits présentés soit en tablettes ou formes simil. soit en emballages dun poids brut <= 10 kg)|3103
Superphosphates containing by weight => 35 % of diphosphorus pentaoxide \P2O5\ (excl. such products in tablets or similar forms or in packages with a gross weight of <= 10 kg)|Superphosphates contenant en poids 35 % ou plus de pentaoxyde de diphosphore «P2O5» (à l’exclusion des produits présentés soit en tablettes ou formes similaires soit en emballages d’un poids brut <= 10 kg)|3103
